acc_X_mean,acc_Y_mean,acc_Z_mean,acc_X_var,acc_Y_var,acc_Z_var,acc_X_std,acc_Y_std,acc_Z_std,acc_X_max,acc_Y_max,acc_Z_max,acc_X_min,acc_Y_min,acc_Z_min,acc_X_idxmax,acc_Y_idxmax,acc_Z_idxmax,acc_X_idxmin,acc_Y_idxmin,acc_Z_idxmin,acc_X_median,acc_Y_median,acc_Z_median,acc_X_mad,acc_Y_mad,acc_Z_mad,acc_X_iqr,acc_Y_iqr,acc_Z_iqr,acc_X_kurtosis,acc_Y_kurtosis,acc_Z_kurtosis,acc_X_rms,acc_Y_rms,acc_Z_rms,acc_X_skew,acc_Y_skew,acc_Z_skew,cls_id
0.40094900000000006,-0.027134266666666646,9.753658533333333,0.0027345382839333346,0.002819219958928887,0.0003453594853155541,0.05229281292810069,0.053096327169860694,0.018583850120885988,0.560243,0.086191,9.797073,0.268151,-0.205901,9.725247,26,27,26,27,26,18,0.402226,-0.019154,9.751583499999999,0.028730500000000048,0.026335999999999898,0.014365500000000253,0.05147600000000008,0.0407017499999999,0.02753300000000003,2.553169318307306,3.423107319124346,-0.46405186256017483,0.40434470305042125,0.059627916167401526,9.753676237416919,0.38755185333463354,-1.0010791932693117,0.4531385966997685,0
0.17844786666666668,0.1674345333333333,9.605696899999996,1.0382423459362486,1.2953776117861826,0.16005134829908998,1.0189417775006817,1.138146568674783,0.40006418022498585,5.09965,4.616021,9.80665,-0.909797,-0.282516,8.418014,3,0,23,2,2,3,-0.10295049999999994,-0.13168099999999994,9.770737,0.03351900000000005,0.021548000000000005,0.011970999999999954,0.06584,0.04668675,0.034715750000000156,18.543170992770452,12.224165413397055,4.369873520991861,1.0344496058552746,1.1503964250373577,9.614024354190532,4.044307644603817,3.6474703530177237,-2.3653118275007246,0
0.40110860000000004,-0.03000729999999998,9.755095066666666,0.002824344630173335,0.002748292164876665,0.0004611487965955522,0.05314456350534206,0.052424156310585154,0.02147437534820401,0.560243,0.086191,9.80665,0.268151,-0.205901,9.720459,24,25,28,25,24,29,0.3950429999999999,-0.02154799999999995,9.753978,0.02394199999999999,0.01915399999999995,0.016758999999999524,0.05147600000000008,0.035912999999999896,0.0323209999999996,2.2739582080714356,3.4790776294641863,-0.237219323875542,0.4046139562893664,0.060404720164625086,9.755118702942621,0.4177942406128296,-0.9465613385140793,0.5038537509831321,0
0.3967990333333334,-0.02697463333333331,9.7578085,0.0027693919664322233,0.0025611158264322214,0.0005799438865833275,0.05262501274519773,0.05060746808952431,0.024082024138002343,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,22,23,28,23,22,27,0.39025499999999996,-0.02154799999999995,9.753978,0.02154800000000001,0.0167595,0.014364999999999739,0.04309600000000008,0.03232174999999992,0.03112400000000015,2.6716653204176697,4.596610236727461,0.3563520295533653,0.40027348753158754,0.05734759515358946,9.757838216867446,0.639146165704694,-1.1239401901530996,0.7319093813389302,0
0.400949,-0.02952846666666665,9.752541233333336,0.002703965946066668,0.0028738654031822213,0.00031206106237888703,0.051999672557302395,0.053608445259886256,0.017665250136323772,0.560243,0.086191,9.797073,0.268151,-0.205901,9.725247,28,29,28,29,28,20,0.3926489999999999,-0.02154799999999995,9.751583499999999,0.023942000000000074,0.02873,0.011970999999999954,0.05027875000000004,0.04070099999999997,0.022744749999999314,2.6813741732937593,3.0024184214002756,0.05178386541547608,0.40430689648714463,0.06120290635963838,9.752557232281655,0.40149151866276,-0.857828702709121,0.5659571866105009,0
-0.09864106666666662,-0.13120213333333333,9.771216033333332,0.015309710865795552,0.0022326583333822213,0.0006245778781655486,0.12373241639035241,0.04725101409898227,0.02499155613733464,0.407014,0.0239419999999999,9.80665,-0.320823,-0.244209,9.667787,5,5,5,3,7,10,-0.114922,-0.13168099999999994,9.77792,0.021548000000000046,0.011971000000000002,0.011970999999999954,0.039504750000000075,0.022745,0.01915299999999931,9.159427691084936,4.0772792525014,8.893641864455647,0.15823959965486936,0.1394512750913379,9.77124799337058,2.300675605268425,0.568222742192912,-2.4099222479543267,0
0.3983951333333334,-0.030805366666666643,9.760043066666666,0.0026328401421155576,0.0023122613334322206,0.000579231070462217,0.051311208737619476,0.04808597855333944,0.024067219832423874,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,20,21,26,21,20,25,0.39025499999999996,-0.02633599999999995,9.756371999999999,0.02154800000000001,0.016759499999999948,0.016759000000000412,0.04309600000000008,0.0323219999999999,0.031124750000000034,3.1009014623575273,5.524789119470203,0.10758480209538179,0.4016858503928163,0.05710719699740128,9.760072740213493,0.6649517519686986,-1.2499566641625843,0.48979299502771084,0
0.3912125333333334,-0.03048616666666664,9.760362299999997,0.0023313265651155575,0.0022767987026722216,0.0005706702327433273,0.04828381266134187,0.04771581187271387,0.023888705129063135,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,18,19,24,19,18,23,0.38546649999999993,-0.02633599999999995,9.758766,0.02154799999999993,0.016759499999999948,0.014364999999999739,0.038308000000000064,0.0323219999999999,0.02753300000000003,4.884121651066588,5.833879056031703,0.17257148979351067,0.39418088842839655,0.056623361439427075,9.76039153402639,0.9502455515199973,-1.2922981981577661,0.4530854066202228,0
0.3944048333333334,-0.03335919999999997,9.758925799999998,0.0025137398012055564,0.002386855362759999,0.0005708981414266594,0.05013720974690909,0.04885545376680068,0.023893474871325423,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,16,17,22,17,16,21,0.387861,-0.02873,9.758766,0.023941999999999963,0.016759499999999948,0.014364999999999739,0.041899000000000075,0.0323219999999999,0.0323209999999996,3.7128516559668294,4.769315020645237,0.32112853554555043,0.3975788127628282,0.0591581912113614,9.758955050006486,0.7812490325052195,-1.0792718961051402,0.5234894526390458,0
0.3920106333333334,-0.030166933333333312,9.757010433333335,0.0024743794724322236,0.002710406188728888,0.0006045282770455493,0.049743134927668395,0.0520615615279535,0.024587156749928393,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,14,15,20,15,14,19,0.38546649999999993,-0.02633599999999995,9.756371999999999,0.01915349999999999,0.01675999999999995,0.016759000000000412,0.041898999999999964,0.033518999999999896,0.035912749999999605,4.114567389181257,3.792624966556811,0.2411485783184042,0.3951540410002577,0.06017017579720591,9.75704141245965,0.9308728789817676,-0.8101926424827309,0.6231355218086387,0
0.3891375666666667,-0.02920919999999997,9.758606600000002,0.0023875530283788897,0.0024905965126933325,0.000601471245439994,0.04886259334479587,0.04990587653466606,0.024524910712171697,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,10,11,16,11,10,15,0.3830719999999999,-0.0239419999999999,9.761160499999999,0.014364999999999906,0.0191539999999999,0.016759500000000926,0.03471574999999999,0.033518999999999896,0.03351799999999905,4.914630591632072,5.026410512975595,0.07914158758402445,0.39219331817310876,0.05782537399216136,9.758637417427138,1.1366779480016649,-0.9702417786007483,0.47974207097965665,0
0.3894568000000001,-0.031922666666666634,9.756691233333335,0.002397337253360001,0.0025929869571555543,0.0006124762506455485,0.04896261076944326,0.05092138015760722,0.024748257527461372,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,12,13,18,13,12,17,0.3830719999999999,-0.02633599999999995,9.756371999999999,0.014364999999999906,0.01675999999999995,0.016759000000000412,0.03471574999999999,0.0323219999999999,0.035912749999999605,4.817878510211184,4.247286531108905,0.1942901391797922,0.3925225296968315,0.06010027956895594,9.756722620780717,1.1129721369236139,-0.8111048310381176,0.6407184705932774,0
-0.09991786666666662,0.22090513333333334,9.768502666666668,0.00023652313724888892,0.0002594519117822223,0.0002040387486888854,0.015379308737680277,0.01610751103622848,0.014284213268111247,-0.062249,0.244209,9.792285,-0.124498,0.177171,9.739613,14,19,11,7,14,29,-0.1005559999999999,0.225055,9.768343,0.0095770000000001,0.009577000000000002,0.009577000000000169,0.02154775000000002,0.019154000000000004,0.019154000000000337,0.14367893088893657,1.739647689321092,-0.6648460239588583,0.10109452614492369,0.22149160219927075,9.768513110367538,0.6042584136435848,-1.2729201085461601,-0.09747658022694015,0
0.38897793333333347,-0.027134233333333306,9.759404666666665,0.00240092878532889,0.002521140994845555,0.0005819814465555492,0.04899927331429406,0.050210964886621676,0.024124291628057168,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,8,9,14,9,8,13,0.38067799999999996,-0.0239419999999999,9.761160499999999,0.014364999999999989,0.0191539999999999,0.016759500000000038,0.03591299999999997,0.03471649999999993,0.0323209999999996,4.840205118284535,5.020871979542502,0.2018529751238951,0.39205198814136877,0.05707370334430149,9.759434483063128,1.137002649926053,-1.071388351908504,0.4331004804898125,0
-0.10215246666666661,0.22106473333333337,9.770418000000001,0.00026648390918222216,0.0002645722202622223,0.00021810176446666313,0.016324334877177146,0.016265676139104155,0.01476826883783821,-0.062249,0.244209,9.792285,-0.1292869999999999,0.177171,9.739613,12,17,9,28,12,27,-0.105345,0.225055,9.770737,0.00957700000000005,0.009577000000000002,0.011970999999999066,0.017956750000000105,0.019154000000000004,0.022744749999999314,0.1548227280410459,1.6455735813526666,-0.6872908472363446,0.10344858798101915,0.22166233000670185,9.770429161325948,0.6520608945179769,-1.2364736943813017,-0.2877465687083365,0
0.3891375666666667,-0.027932299999999972,9.760841199999998,0.002421182983112223,0.0024626715875433335,0.0005375754487599935,0.049205517811646116,0.04962531196419156,0.02318567335144687,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,6,7,12,7,6,11,0.378284,-0.0239419999999999,9.763555,0.01675899999999994,0.0167594999999999,0.014364999999999739,0.03591299999999997,0.031124749999999923,0.02753300000000003,4.693195815097839,5.312566252761155,0.47623227009285696,0.39223619003652205,0.05694633412989226,9.760868737313613,1.118734722718767,-1.085431187754644,0.4107932121545058,0
0.3929683,-0.02601696666666664,9.760202733333333,0.002185780301743335,0.0022755747833655554,0.0005489892747955493,0.04675232937237818,0.04770298505718018,0.023430520156316404,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,4,5,10,5,4,9,0.38546649999999993,-0.0239419999999999,9.763555,0.014365499999999976,0.0143649999999999,0.014364999999999739,0.03232200000000007,0.023941999999999998,0.028729999999999478,5.81708243432055,6.790596352309185,0.38341134544963884,0.39573964308195525,0.0543365193760145,9.760230857159183,1.1843068304805648,-1.2269041551167819,0.46864372812837557,0
0.39232986666666675,-0.026176566666666637,9.76147963333333,0.002161322346315557,0.0023153950581788893,0.0005620331381655492,0.04649002415911996,0.048118552120558336,0.0237072380965297,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,2,3,8,3,2,7,0.38546649999999993,-0.0239419999999999,9.763555,0.011971500000000024,0.0167594999999999,0.014364999999999739,0.02753375000000008,0.031124749999999923,0.03232174999999948,6.097811060123885,6.448163847189019,0.13398433695231793,0.39507473549317224,0.054777802992027086,9.76150842160778,1.244735355631786,-1.173234678838132,0.3030384981529488,0
0.3929683,-0.023303533333333307,9.759404633333332,0.0006785976914100003,0.0009778854647155548,0.0005024949429655498,0.02604990770444303,0.03127116027133555,0.022416398974089254,0.469264,0.071826,9.821015,0.344765,-0.086191,9.720459,0,11,2,7,8,1,0.387861,-0.0239419999999999,9.763555,0.009577000000000002,0.0143649999999999,0.014366000000000767,0.02274474999999998,0.023941999999999998,0.028729999999999478,3.2628435695965092,2.1979616204300894,0.7639735583205547,0.3938307790108589,0.03899923243518174,9.759430377438587,1.4560841969294376,0.40119039644035004,0.5910430716601351,0
0.39376636666666676,-0.02585733333333331,9.762118066666666,0.0021349540959655572,0.0023258917374888886,0.00053370412739555,0.04620556347417005,0.04822749980549364,0.02310203729967446,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0,1,6,1,0,5,0.387861,-0.0239419999999999,9.763555,0.014365500000000031,0.0191539999999999,0.014364999999999739,0.02633650000000004,0.03471649999999993,0.031124750000000034,6.157382362029807,6.396497004459519,0.33361591288137493,0.396468038577933,0.054721964736292115,9.762145402096158,1.1753106860128864,-1.1836734573714554,0.32337668822078136,0
0.3926490666666667,-0.023303533333333303,9.760681566666666,0.0006909285151955558,0.0008219715853822218,0.00048547715664555026,0.026285519115961088,0.028670046832578105,0.02203354616591597,0.469264,0.071826,9.821015,0.344765,-0.086191,9.720459,2,13,4,9,10,3,0.387861,-0.0239419999999999,9.763555,0.011970999999999982,0.0143649999999999,0.014364999999999739,0.02274474999999998,0.023941999999999998,0.02753300000000003,3.131866636416859,3.373840430821778,0.8334203962009847,0.3935279126941315,0.03694626166745423,9.76070643565429,1.434173370425629,0.6841162908497719,0.48792120580032516,0
0.39153173333333335,-0.020111266666666645,9.755573933333332,0.00045656751086222254,0.0009911355421288882,0.00025884140999555465,0.02136744043778343,0.03148230522259906,0.01608854903325824,0.469264,0.071826,9.782708,0.344765,-0.086191,9.725247,4,7,25,3,4,7,0.387861,-0.02154799999999995,9.756371999999999,0.009577000000000002,0.01675999999999995,0.011970999999999954,0.02274474999999998,0.028731,0.02274500000000046,4.952795201900498,1.704058398676898,-1.0519399504380824,0.3921143528587887,0.03735771123967132,9.755587199658603,1.3956288801595182,0.33710157505486266,-0.13866473803068735,0
0.39041446666666674,-0.020909333333333304,9.758446966666666,0.00048721613751555575,0.0009652764902222214,0.00039732935256555155,0.022072973010348104,0.031068899082880637,0.01993312199745819,0.469264,0.071826,9.821015,0.344765,-0.086191,9.725247,6,9,0,5,6,9,0.387861,-0.0239419999999999,9.763555,0.009577000000000002,0.0167594999999999,0.014365500000000253,0.02274474999999998,0.02753375,0.02753300000000003,4.408177357369672,1.987257363052278,1.6254890651437592,0.39103794179098955,0.0374496556815502,9.758467324872202,1.3162036237387156,0.4025974974889159,0.7213640147762002,0
-0.10199286666666661,0.2215435666666667,9.769779533333331,0.0002631459283155556,0.0002750427251122223,0.0002386859511155511,0.016221773279008544,0.01658441211234882,0.015449464428113718,-0.062249,0.244209,9.792285,-0.1292869999999999,0.177171,9.739613,10,15,7,26,10,25,-0.10295049999999994,0.225055,9.770737,0.00957650000000005,0.009577000000000002,0.011970999999999066,0.017956750000000105,0.019154000000000004,0.022744749999999314,0.18867423205572287,1.4846487033718696,-0.6305727692999321,0.10327483129591639,0.222163441314047,9.769791748849613,0.6138431433936138,-1.2106966485603106,-0.3605406060646289,0
0.3958413333333333,-0.016918999999999983,9.753339366666667,0.000451445946755556,0.0010482013523333323,0.00029308346269888943,0.021247257393733336,0.03237593786028958,0.017119680566496837,0.469264,0.071826,9.787497,0.363919,-0.086191,9.725247,0,3,26,26,0,3,0.3926489999999999,-0.019154,9.749189,0.014364999999999906,0.014366,0.014366000000000767,0.02753300000000003,0.03471575,0.023941999999999908,3.2760028267328,1.1893371556689618,-0.8746391653219576,0.3964111591792878,0.0365301781180072,9.753354391430285,1.403463384496222,0.11439471173355029,0.1609399159485814,0
0.3915317666666666,-0.017876666666666652,9.754297033333334,0.0004687948605122224,0.0010332218495555543,0.0002949178625655562,0.021651671078977308,0.03214376844048554,0.017173172757692628,0.469264,0.071826,9.787497,0.344765,-0.086191,9.725247,2,5,28,1,2,5,0.39025499999999996,-0.019154,9.751583499999999,0.011970999999999954,0.014366,0.011971500000001356,0.02274474999999998,0.027533749999999996,0.02274500000000046,4.610815158755843,1.3339453983011516,-0.9015015935433182,0.3921299773922332,0.0367803896209198,9.75431215065204,1.2909438724732138,0.1998933324239764,0.038680324718523666,0
0.39568173333333334,-0.01388636666666665,9.753818200000001,0.0004012298916622225,0.0008336157994322207,0.0002774157646933343,0.020030723692922893,0.028872405501312506,0.01665580273338197,0.459687,0.071826,9.787497,0.363919,-0.086191,9.725247,29,1,24,24,18,1,0.3926489999999999,-0.019154,9.749189,0.014364999999999906,0.014366,0.014365500000000253,0.02753300000000003,0.029926999999999974,0.02274500000000046,1.9728542730765084,2.012823182623999,-0.7657839496749559,0.39618841980216096,0.03203821122711647,9.753832420870062,1.1330288881045434,0.42283928684247407,0.1746293265458153,0
0.3980759666666666,-0.016440166666666655,9.754775833333332,0.0004658136494988892,0.0006934939356055542,0.0003196050142055514,0.021582716453192107,0.026334273022157916,0.017877500222501785,0.459687,0.0239419999999999,9.787497,0.363919,-0.086191,9.710882000000002,25,15,20,20,14,26,0.3926489999999999,-0.019154,9.756371999999999,0.014364999999999906,0.01915399999999995,0.011970999999999954,0.02753375000000008,0.033518,0.02274500000000046,0.729655903234717,0.18329112115486224,-0.2107050036639233,0.39866061868097774,0.031044693840225446,9.75479221529594,0.8076726704830953,-0.4865689512913796,-0.328072151480469,0
0.396001,-0.016599799999999984,9.7538182,0.0004282351482000002,0.0006125558487599987,0.0003095157936933288,0.020693843243824967,0.024749865631150378,0.017593060952924844,0.459687,0.0239419999999999,9.787497,0.363919,-0.086191,9.710882000000002,27,17,22,22,16,28,0.3926489999999999,-0.019154,9.751583499999999,0.014364999999999906,0.0143655,0.011971500000001356,0.02753300000000003,0.031124,0.02274500000000046,1.4497588630916645,0.6590182123041215,-0.14404112096984667,0.396541330946977,0.029801161198852608,9.75383406637846,0.9910799490261908,-0.3964025737398352,-0.2056747491526961,0
