acc_X_mean,acc_Y_mean,acc_Z_mean,acc_X_var,acc_Y_var,acc_Z_var,acc_X_std,acc_Y_std,acc_Z_std,acc_X_max,acc_Y_max,acc_Z_max,acc_X_min,acc_Y_min,acc_Z_min,cls_id
0.3967990333333334,-0.02697463333333331,9.7578085,0.0027693919664322233,0.0025611158264322214,0.0005799438865833275,0.05262501274519773,0.05060746808952431,0.024082024138002343,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
-0.09864106666666662,-0.13120213333333333,9.771216033333332,0.015309710865795552,0.0022326583333822213,0.0006245778781655486,0.12373241639035241,0.04725101409898227,0.02499155613733464,0.407014,0.0239419999999999,9.80665,-0.320823,-0.244209,9.667787,0
0.400949,-0.02952846666666665,9.752541233333336,0.002703965946066668,0.0028738654031822213,0.00031206106237888703,0.051999672557302395,0.053608445259886256,0.017665250136323772,0.560243,0.086191,9.797073,0.268151,-0.205901,9.725247,0
0.40110860000000004,-0.03000729999999998,9.755095066666666,0.002824344630173335,0.002748292164876665,0.0004611487965955522,0.05314456350534206,0.052424156310585154,0.02147437534820401,0.560243,0.086191,9.80665,0.268151,-0.205901,9.720459,0
-0.09991786666666662,0.22090513333333334,9.768502666666668,0.00023652313724888892,0.0002594519117822223,0.0002040387486888854,0.015379308737680277,0.01610751103622848,0.014284213268111247,-0.062249,0.244209,9.792285,-0.124498,0.177171,9.739613,0
0.3983951333333334,-0.030805366666666643,9.760043066666666,0.0026328401421155576,0.0023122613334322206,0.000579231070462217,0.051311208737619476,0.04808597855333944,0.024067219832423874,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.17844786666666668,0.1674345333333333,9.605696899999996,1.0382423459362486,1.2953776117861826,0.16005134829908998,1.0189417775006817,1.138146568674783,0.40006418022498585,5.09965,4.616021,9.80665,-0.909797,-0.282516,8.418014,0
0.40094900000000006,-0.027134266666666646,9.753658533333333,0.0027345382839333346,0.002819219958928887,0.0003453594853155541,0.05229281292810069,0.053096327169860694,0.018583850120885988,0.560243,0.086191,9.797073,0.268151,-0.205901,9.725247,0
0.3912125333333334,-0.03048616666666664,9.760362299999997,0.0023313265651155575,0.0022767987026722216,0.0005706702327433273,0.04828381266134187,0.04771581187271387,0.023888705129063135,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.3920106333333334,-0.030166933333333312,9.757010433333335,0.0024743794724322236,0.002710406188728888,0.0006045282770455493,0.049743134927668395,0.0520615615279535,0.024587156749928393,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.3944048333333334,-0.03335919999999997,9.758925799999998,0.0025137398012055564,0.002386855362759999,0.0005708981414266594,0.05013720974690909,0.04885545376680068,0.023893474871325423,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.3894568000000001,-0.031922666666666634,9.756691233333335,0.002397337253360001,0.0025929869571555543,0.0006124762506455485,0.04896261076944326,0.05092138015760722,0.024748257527461372,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.3891375666666667,-0.02920919999999997,9.758606600000002,0.0023875530283788897,0.0024905965126933325,0.000601471245439994,0.04886259334479587,0.04990587653466606,0.024524910712171697,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
-0.10215246666666661,0.22106473333333337,9.770418000000001,0.00026648390918222216,0.0002645722202622223,0.00021810176446666313,0.016324334877177146,0.016265676139104155,0.01476826883783821,-0.062249,0.244209,9.792285,-0.1292869999999999,0.177171,9.739613,0
0.38897793333333347,-0.027134233333333306,9.759404666666665,0.00240092878532889,0.002521140994845555,0.0005819814465555492,0.04899927331429406,0.050210964886621676,0.024124291628057168,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.3891375666666667,-0.027932299999999972,9.760841199999998,0.002421182983112223,0.0024626715875433335,0.0005375754487599935,0.049205517811646116,0.04962531196419156,0.02318567335144687,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.3929683,-0.02601696666666664,9.760202733333333,0.002185780301743335,0.0022755747833655554,0.0005489892747955493,0.04675232937237818,0.04770298505718018,0.023430520156316404,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.39376636666666676,-0.02585733333333331,9.762118066666666,0.0021349540959655572,0.0023258917374888886,0.00053370412739555,0.04620556347417005,0.04822749980549364,0.02310203729967446,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.39232986666666675,-0.026176566666666637,9.76147963333333,0.002161322346315557,0.0023153950581788893,0.0005620331381655492,0.04649002415911996,0.048118552120558336,0.0237072380965297,0.560243,0.086191,9.821015,0.268151,-0.205901,9.720459,0
0.39041446666666674,-0.020909333333333304,9.758446966666666,0.00048721613751555575,0.0009652764902222214,0.00039732935256555155,0.022072973010348104,0.031068899082880637,0.01993312199745819,0.469264,0.071826,9.821015,0.344765,-0.086191,9.725247,0
0.3926490666666667,-0.023303533333333303,9.760681566666666,0.0006909285151955558,0.0008219715853822218,0.00048547715664555026,0.026285519115961088,0.028670046832578105,0.02203354616591597,0.469264,0.071826,9.821015,0.344765,-0.086191,9.720459,0
0.3915317666666666,-0.017876666666666652,9.754297033333334,0.0004687948605122224,0.0010332218495555543,0.0002949178625655562,0.021651671078977308,0.03214376844048554,0.017173172757692628,0.469264,0.071826,9.787497,0.344765,-0.086191,9.725247,0
0.3929683,-0.023303533333333307,9.759404633333332,0.0006785976914100003,0.0009778854647155548,0.0005024949429655498,0.02604990770444303,0.03127116027133555,0.022416398974089254,0.469264,0.071826,9.821015,0.344765,-0.086191,9.720459,0
0.39153173333333335,-0.020111266666666645,9.755573933333332,0.00045656751086222254,0.0009911355421288882,0.00025884140999555465,0.02136744043778343,0.03148230522259906,0.01608854903325824,0.469264,0.071826,9.782708,0.344765,-0.086191,9.725247,0
-0.10199286666666661,0.2215435666666667,9.769779533333331,0.0002631459283155556,0.0002750427251122223,0.0002386859511155511,0.016221773279008544,0.01658441211234882,0.015449464428113718,-0.062249,0.244209,9.792285,-0.1292869999999999,0.177171,9.739613,0
0.39568173333333334,-0.01388636666666665,9.753818200000001,0.0004012298916622225,0.0008336157994322207,0.0002774157646933343,0.020030723692922893,0.028872405501312506,0.01665580273338197,0.459687,0.071826,9.787497,0.363919,-0.086191,9.725247,0
0.3958413333333333,-0.016918999999999983,9.753339366666667,0.000451445946755556,0.0010482013523333323,0.00029308346269888943,0.021247257393733336,0.03237593786028958,0.017119680566496837,0.469264,0.071826,9.787497,0.363919,-0.086191,9.725247,0
0.396001,-0.016599799999999984,9.7538182,0.0004282351482000002,0.0006125558487599987,0.0003095157936933288,0.020693843243824967,0.024749865631150378,0.017593060952924844,0.459687,0.0239419999999999,9.787497,0.363919,-0.086191,9.710882000000002,0
